,Kernel,Average False Confidence Before Retraining,Attack,batch_size,eps,eps_step,max_iter,name
473,rbf,0.30492017813059136,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.1, 'max_iter': 1, 'batch_size': 1}",1,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
474,rbf,0.3109701878365808,"{'batch_size': 10, 'eps': 1, 'eps_step': 0.0001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
475,rbf,0.18664893304934796,"{'batch_size': 10, 'eps': 1, 'eps_step': 0.01, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,1.0,0.01,10,art.attacks.evasion.ProjectedGradientDescent
476,rbf,0.1880718028023096,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
477,rbf,0.19333780033863993,"{'batch_size': 100, 'eps': 1, 'eps_step': 0.001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,1.0,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
478,rbf,0.37137028581692705,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 100, 'batch_size': 100}",100,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
479,rbf,0.2713826420222102,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 1, 'batch_size': 10}",10,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
480,rbf,0.3014388773168797,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
481,rbf,0.19333780033863993,"{'batch_size': 1, 'eps': 1, 'eps_step': 0.01, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,1.0,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
482,rbf,0.37649861477686547,"{'batch_size': 10, 'eps': 1, 'eps_step': 0.1, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,1.0,0.1,10,art.attacks.evasion.ProjectedGradientDescent
483,rbf,0.2528063165297503,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.001, 'max_iter': 10, 'batch_size': 10}",10,0.1,0.001,10,art.attacks.evasion.ProjectedGradientDescent
484,rbf,0.2908691404931014,"{'batch_size': 100, 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.001,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
485,rbf,0.3319289487734678,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.0001, 'max_iter': 10, 'batch_size': 1}",1,1.0,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
486,rbf,0.34026768865178236,"{'batch_size': 100, 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.01,0.1,100,art.attacks.evasion.ProjectedGradientDescent
487,rbf,0.3750071156000017,"{'batch_size': 100, 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.01,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
488,rbf,0.30603080632583923,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
489,rbf,0.28827556714989333,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 10, 'batch_size': 10}",10,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
490,rbf,0.19333780033863993,"{'batch_size': 100, 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.001,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
491,rbf,0.3783618229774859,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 1000, 'batch_size': 100}",100,0.01,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
492,rbf,0.2508694577430887,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.0001, 'max_iter': 100, 'batch_size': 10}",10,0.1,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
493,rbf,0.3015271352695162,"{'batch_size': 1, 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.01,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
494,rbf,0.30322736431273734,"{'batch_size': 1, 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
495,rbf,0.2708068352048127,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 1, 'batch_size': 1}",1,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
496,rbf,0.33164904240845267,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
497,rbf,0.28749553378852644,"{'batch_size': 1, 'eps': 1, 'eps_step': 0.0001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,1.0,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
498,rbf,0.29747661074514214,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 100, 'batch_size': 100}",100,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
499,rbf,0.19513199548386015,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
500,rbf,0.18816438344873546,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.1,10,art.attacks.evasion.ProjectedGradientDescent
501,rbf,0.29714218230599215,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.01, 'max_iter': 10, 'batch_size': 1}",1,0.1,0.01,10,art.attacks.evasion.ProjectedGradientDescent
502,rbf,0.39610155300434335,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.1, 'max_iter': 10, 'batch_size': 100}",100,1.0,0.1,10,art.attacks.evasion.ProjectedGradientDescent
503,rbf,0.24964378338107326,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.0001, 'max_iter': 100, 'batch_size': 10}",10,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
504,rbf,0.31329659773371804,"{'batch_size': 10, 'eps': 1, 'eps_step': 0.01, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
505,rbf,0.3736988564152117,"{'batch_size': 1, 'eps': 1, 'eps_step': 0.01, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
506,rbf,0.3073348111570344,"{'batch_size': 1, 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
507,rbf,0.30136597733341164,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
508,rbf,0.30081087236499515,"{'batch_size': 100, 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
509,rbf,0.28944728724540525,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.001, 'max_iter': 1, 'batch_size': 10}",10,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
510,rbf,0.3075496743756241,"{'batch_size': 100, 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
511,rbf,0.3726691193308573,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.1, 'max_iter': 10, 'batch_size': 1}",1,1.0,0.1,10,art.attacks.evasion.ProjectedGradientDescent
512,rbf,0.42315428722553977,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 100, 'batch_size': 100}",100,0.01,0.1,100,art.attacks.evasion.ProjectedGradientDescent
513,rbf,0.19333780033863993,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
514,rbf,0.2697630004803073,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.001, 'max_iter': 1, 'batch_size': 1}",1,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
515,rbf,0.33152936387515686,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.001, 'max_iter': 10, 'batch_size': 10}",10,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
516,rbf,0.2890744258139895,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.1, 'max_iter': 1, 'batch_size': 10}",10,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
517,rbf,0.3117279240907418,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.01, 'max_iter': 1, 'batch_size': 10}",10,0.1,0.01,1,art.attacks.evasion.ProjectedGradientDescent
518,rbf,0.3014790448211332,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
519,rbf,0.3032474687858935,"{'batch_size': 100, 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.01,0.01,100,art.attacks.evasion.ProjectedGradientDescent
520,rbf,0.24818099182826572,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.0001, 'max_iter': 100, 'batch_size': 1}",1,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
521,rbf,0.3122356179486954,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.01, 'max_iter': 1, 'batch_size': 1}",1,0.1,0.01,1,art.attacks.evasion.ProjectedGradientDescent
522,rbf,0.42620836890166836,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.01, 'max_iter': 1000, 'batch_size': 10}",10,1.0,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
523,rbf,0.19449981564333194,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.01,10,art.attacks.evasion.ProjectedGradientDescent
524,rbf,0.3246817914868969,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
525,rbf,0.26988312667405895,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.01, 'max_iter': 1, 'batch_size': 100}",100,0.1,0.01,1,art.attacks.evasion.ProjectedGradientDescent
526,rbf,0.29187598611810656,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 100, 'batch_size': 10}",10,0.01,0.01,100,art.attacks.evasion.ProjectedGradientDescent
527,rbf,0.31101715268229124,"{'batch_size': 1, 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
528,rbf,0.37649861477686547,"{'batch_size': 10, 'eps': 1, 'eps_step': 0.001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,1.0,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
529,rbf,0.19333780033863993,"{'batch_size': 1, 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.01,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
530,rbf,0.3367248167912473,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
531,rbf,0.270203344382566,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.001, 'max_iter': 1, 'batch_size': 100}",100,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
532,rbf,0.1932294876236266,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
533,rbf,0.25557224417282426,"{'batch_size': 1, 'eps': 1, 'eps_step': 0.1, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,1.0,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
534,rbf,0.30189870456639417,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.001, 'max_iter': 10, 'batch_size': 100}",100,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
535,rbf,0.22874139183571005,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 10, 'batch_size': 1}",1,0.01,0.01,10,art.attacks.evasion.ProjectedGradientDescent
536,rbf,0.19333780033863993,"{'batch_size': 10, 'eps': 1, 'eps_step': 0.001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,1.0,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
537,rbf,0.3590563043342461,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 10, 'batch_size': 10}",10,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
538,rbf,0.3750071156000017,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
539,rbf,0.2985396512935817,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.001, 'max_iter': 10, 'batch_size': 10}",10,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
540,rbf,0.278580742767778,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 1, 'batch_size': 10}",10,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
541,rbf,0.2921864995475708,"{'batch_size': 100, 'eps': 1, 'eps_step': 0.01, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,1.0,0.01,10,art.attacks.evasion.ProjectedGradientDescent
542,rbf,0.32474694570027957,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
543,rbf,0.2715092179994928,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 1, 'batch_size': 100}",100,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
544,rbf,0.3723338682027372,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 100, 'batch_size': 100}",100,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
545,rbf,0.34220790444400007,"{'batch_size': 1, 'eps': 1, 'eps_step': 0.001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,1.0,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
546,rbf,0.30918260623352967,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 1, 'batch_size': 1}",1,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
547,rbf,0.22720157679576045,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 100, 'batch_size': 1}",1,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
548,rbf,0.4954767171018414,"{'batch_size': 32, 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",32,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
549,rbf,0.3119707707795993,"{'batch_size': 10, 'eps': 1, 'eps_step': 0.001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
550,rbf,0.37638393792172403,"{'batch_size': 100, 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
551,rbf,0.19283554986251478,"{'batch_size': 1, 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
552,rbf,0.1881785571308268,"{'batch_size': 10, 'eps': 0.1, 'eps_step': 0.001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.1,0.001,10,art.attacks.evasion.ProjectedGradientDescent
553,rbf,0.19422697018693796,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
554,rbf,0.30691656214851576,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 1, 'batch_size': 10}",10,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
555,rbf,0.267943193931362,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.01, 'max_iter': 100, 'batch_size': 10}",10,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
556,rbf,0.19513199548386015,"{'batch_size': 1, 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
557,rbf,0.1875935172596142,"{'batch_size': 1, 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
558,rbf,0.28776931319890725,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
559,rbf,0.31470046271687674,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.01, 'max_iter': 1, 'batch_size': 10}",10,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
560,rbf,0.31155743975349576,"{'batch_size': 1, 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
561,rbf,0.33157432737538545,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 10, 'batch_size': 100}",100,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
562,rbf,0.19513199548386015,"{'batch_size': 100, 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
563,rbf,0.18822581389733417,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
564,rbf,0.30492579946612525,"{'batch_size': 100, 'eps': 1, 'eps_step': 0.1, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
565,rbf,0.3164015121257276,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.001, 'max_iter': 100, 'batch_size': 10}",10,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
566,rbf,0.30394332798354873,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.0001, 'max_iter': 1, 'batch_size': 1}",1,0.1,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
567,rbf,0.34208223760842693,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
568,rbf,0.29803618845734586,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 10, 'batch_size': 100}",100,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
569,rbf,0.2743501592842971,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 1, 'batch_size': 10}",10,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
570,rbf,0.2556861722672741,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
571,rbf,0.3095272995216763,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 1, 'batch_size': 10}",10,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
572,rbf,0.3287183507992114,"{'batch_size': 100, 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
573,rbf,0.28124086985817853,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.01, 'max_iter': 100, 'batch_size': 10}",10,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
574,rbf,0.3069269743139991,"{'batch_size': 100, 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
575,rbf,0.28963321737786096,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.001, 'max_iter': 1, 'batch_size': 1}",1,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
576,rbf,0.2900202785618261,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 10, 'batch_size': 1}",1,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
577,rbf,0.26367734973772006,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 100, 'batch_size': 100}",100,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
578,rbf,0.3648774325822021,"{'batch_size': 10, 'eps': 1, 'eps_step': 0.0001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,1.0,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
579,rbf,0.22551982398784104,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.1, 'max_iter': 10, 'batch_size': 10}",10,1.0,0.1,10,art.attacks.evasion.ProjectedGradientDescent
580,rbf,0.24578727644253434,"{'batch_size': 100, 'eps': 0.1, 'eps_step': 0.0001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.1,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
581,rbf,0.28185422135427507,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.001, 'max_iter': 10, 'batch_size': 100}",100,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
582,rbf,0.31101095428554987,"{'batch_size': 1, 'eps': 1, 'eps_step': 0.0001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,1.0,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
583,rbf,0.311237091624645,"{'batch_size': 100, 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
584,rbf,0.5435217471775649,"{'batch_size': 100, 'eps': 1, 'eps_step': 0.01, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
585,rbf,0.19333780033863993,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
586,rbf,0.19513199548386015,"{'batch_size': 100, 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.01,0.01,100,art.attacks.evasion.ProjectedGradientDescent
